Bacteria;Actinobacteriota;Actinobacteria;Frankiales,Bacteria;Actinobacteriota;Actinobacteria;Micrococcales,Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales,Bacteria;Actinobacteriota;Actinobacteria;uncultured,Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales,Bacteria;Bacteroidota;Bacteroidia;Cytophagales,Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales,Bacteria;Chloroflexi;Anaerolineae;Caldilineales,Bacteria;Elusimicrobiota;Elusimicrobia;Elusimicrobiales,Bacteria;Firmicutes;Bacilli;Erysipelotrichales,Bacteria;Firmicutes;Bacilli;Lactobacillales,Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group,Bacteria;Firmicutes;Clostridia;Clostridiales,Bacteria;Firmicutes;Clostridia;Eubacteriales,Bacteria;Firmicutes;Clostridia;Hungateiclostridiaceae,Bacteria;Firmicutes;Clostridia;Oscillospirales,Bacteria;Firmicutes;Clostridia;Peptococcales,Bacteria;Firmicutes;Incertae Sedis;DTU014,Bacteria;Firmicutes;Limnochordia;Hydrogenispora,Bacteria;Firmicutes;Limnochordia;M55-D21,Bacteria;Firmicutes;Moorellia;Desulfitibacterales,Bacteria;Firmicutes;Negativicutes;Acidaminococcales,Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales,Bacteria;Firmicutes;uncultured;uncultured Peptococcaceae bacterium,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales,Bacteria;Myxococcota;Polyangia;Polyangiales,Bacteria;Myxococcota;Polyangia;mle1-27,Bacteria;Myxococcota;bacteriap25;uncultured bacterium,Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales,Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,Bacteria;Synergistota;Synergistia;Synergistales,Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales,Bacteria;Chloroflexi;Anaerolineae;Anaerolineales,Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales,Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales,Bacteria;Desulfobacterota;Syntrophia;Syntrophales,Bacteria;SAR324 clade(Marine group B);uncultured delta proteobacterium,label
1.0,0.0,0.0,0.0,0.0,30.0,14396.0,0.0,1.0,0.0,821.0,0.0,57.0,1.0,13.0,0.0,0.0,62.0,36.0,5.0,24.0,0.0,0.0,1328.0,25.0,3166.0,14.0,36.0,0.0,0.0,0.0,1275.0,0.0,0.0,0.0,251.0,0.0,409.0,0.0,0.0,0.0,0.0,0
14.0,0.0,0.0,0.0,0.0,208.0,2254.0,0.0,4.0,54.0,2.0,0.0,1125.0,0.0,584.0,287.0,0.0,192.0,107.0,0.0,820.0,9.0,0.0,6462.0,92.0,11768.0,0.0,153.0,0.0,0.0,1.0,1193.0,0.0,0.0,0.0,1.0,0.0,79.0,3779.0,0.0,0.0,0.0,0
0.0,0.0,0.0,2.0,0.0,17.0,11420.0,228.0,0.0,0.0,160.0,0.0,250.0,0.0,20.0,1021.0,0.0,772.0,580.0,5.0,2119.0,0.0,0.0,1647.0,100.0,3174.0,11.0,31.0,7.0,0.0,1.0,2029.0,0.0,1.0,71.0,188.0,0.0,188.0,262.0,2.0,0.0,1.0,0
0.0,0.0,0.0,0.0,0.0,167.0,6799.0,0.0,0.0,60.0,18.0,0.0,328.0,3.0,36.0,1019.0,0.0,138.0,1641.0,30.0,3.0,0.0,0.0,1936.0,170.0,2164.0,6.0,31.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,139.0,0.0,313.0,3.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,223.0,3162.0,0.0,0.0,0.0,9.0,0.0,17.0,0.0,8.0,0.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,1324.0,11.0,2165.0,0.0,1.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,39.0,0.0,253.0,972.0,0.0,0.0,0.0,0
8.0,2.0,1.0,5.0,0.0,124.0,1000.0,44.0,0.0,0.0,4.0,0.0,488.0,0.0,160.0,24.0,0.0,2.0,208.0,0.0,0.0,0.0,0.0,4619.0,222.0,7799.0,0.0,0.0,0.0,0.0,0.0,4966.0,0.0,0.0,0.0,303.0,0.0,10.0,4.0,0.0,0.0,0.0,0
2.0,0.0,0.0,1.0,0.0,262.0,5713.0,4.0,0.0,0.0,35.0,1.0,70.0,0.0,10.0,2.0,0.0,7.0,191.0,2.0,3.0,0.0,0.0,1279.0,163.0,1362.0,0.0,15.0,0.0,0.0,22.0,1629.0,0.0,5.0,15.0,92.0,0.0,44.0,6.0,0.0,1.0,0.0,1
1.0,0.0,0.0,0.0,0.0,71.0,17129.0,0.0,0.0,15.0,2.0,0.0,148.0,0.0,34.0,16.0,1.0,10.0,31.0,23.0,1.0,0.0,0.0,4072.0,218.0,3287.0,3.0,20.0,0.0,0.0,1060.0,136.0,0.0,0.0,0.0,861.0,0.0,2913.0,428.0,1.0,0.0,0.0,0
4.0,1.0,1.0,0.0,0.0,327.0,7356.0,0.0,0.0,5.0,26.0,0.0,372.0,28.0,62.0,0.0,1.0,297.0,496.0,12.0,8.0,1.0,2.0,2939.0,33.0,1866.0,17.0,68.0,11.0,0.0,229.0,5.0,0.0,0.0,0.0,138.0,0.0,744.0,16.0,0.0,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,10.0,11710.0,25.0,0.0,0.0,0.0,0.0,326.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,4390.0,57.0,2427.0,0.0,20.0,0.0,0.0,0.0,3734.0,17.0,0.0,0.0,2127.0,0.0,197.0,0.0,0.0,0.0,1.0,1
15.0,0.0,1.0,0.0,0.0,92.0,10074.0,0.0,0.0,6.0,94.0,0.0,102.0,0.0,27.0,99.0,2.0,779.0,166.0,1.0,2.0,0.0,0.0,1710.0,20.0,2401.0,1.0,39.0,0.0,0.0,1144.0,28.0,4.0,1.0,0.0,518.0,0.0,4144.0,3.0,0.0,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,138.0,9174.0,0.0,0.0,0.0,28.0,2.0,383.0,0.0,15.0,11.0,2.0,181.0,0.0,7.0,12.0,4.0,0.0,3875.0,107.0,7052.0,31.0,38.0,0.0,0.0,1436.0,1328.0,0.0,0.0,1.0,82.0,0.0,2076.0,24.0,0.0,0.0,5.0,0
3.0,7.0,0.0,0.0,0.0,196.0,9422.0,0.0,0.0,0.0,19.0,4.0,147.0,9.0,138.0,0.0,0.0,274.0,225.0,7.0,31.0,0.0,0.0,1617.0,166.0,3605.0,23.0,27.0,3.0,0.0,1.0,1052.0,0.0,0.0,0.0,117.0,0.0,17369.0,5.0,331.0,0.0,2.0,1
4.0,0.0,1.0,4.0,0.0,196.0,5504.0,0.0,0.0,1.0,457.0,0.0,140.0,4.0,1377.0,184.0,12.0,346.0,186.0,3.0,59.0,0.0,1.0,2289.0,36.0,4989.0,33.0,32.0,0.0,0.0,3.0,624.0,0.0,6.0,0.0,28.0,0.0,35.0,135.0,1.0,0.0,0.0,0
5.0,0.0,7.0,2.0,0.0,6.0,7643.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,57.0,0.0,2.0,0.0,296.0,0.0,12.0,0.0,0.0,1031.0,44.0,946.0,0.0,0.0,0.0,0.0,0.0,634.0,5.0,0.0,4.0,60.0,0.0,5.0,797.0,2.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,274.0,10260.0,0.0,0.0,1.0,115.0,0.0,524.0,0.0,8.0,1.0,0.0,541.0,166.0,0.0,3.0,0.0,0.0,3074.0,5.0,4739.0,0.0,14.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,1148.0,0.0,648.0,3.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.0,3.0,11.0,9791.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,40.0,0.0,0.0,65.0,2148.0,0.0,7.0,0.0,0.0,7752.0,91.0,2390.0,0.0,8.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,10.0,0.0,0.0,1
2.0,0.0,0.0,0.0,0.0,759.0,13049.0,0.0,0.0,0.0,11.0,3.0,115.0,0.0,149.0,64.0,9.0,202.0,316.0,4.0,68.0,1.0,0.0,2756.0,121.0,4648.0,0.0,73.0,0.0,0.0,166.0,571.0,0.0,1.0,0.0,65.0,0.0,188.0,524.0,4.0,1.0,0.0,0
19.0,5.0,7.0,0.0,0.0,145.0,6966.0,7.0,0.0,0.0,0.0,0.0,2070.0,0.0,145.0,0.0,3.0,3.0,1.0,0.0,3824.0,0.0,0.0,2951.0,483.0,3984.0,0.0,55.0,0.0,0.0,0.0,1949.0,0.0,0.0,0.0,119.0,3.0,1470.0,100.0,4.0,0.0,0.0,1
2.0,0.0,0.0,0.0,0.0,50.0,10653.0,0.0,0.0,140.0,230.0,0.0,495.0,0.0,7.0,0.0,1.0,25.0,586.0,0.0,1.0,0.0,0.0,3672.0,68.0,3923.0,0.0,34.0,0.0,0.0,0.0,1999.0,0.0,2.0,0.0,5788.0,0.0,7321.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1077.0,3035.0,1.0,0.0,0.0,11.0,0.0,415.0,0.0,193.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,1705.0,0.0,225.0,0.0,3.0,0.0,0.0,0.0,182.0,5.0,0.0,0.0,3.0,0.0,17636.0,1.0,0.0,0.0,0.0,4
17.0,5.0,2.0,0.0,0.0,828.0,2271.0,8.0,0.0,3.0,65.0,0.0,278.0,2.0,58.0,10.0,3.0,955.0,2795.0,5.0,2.0,1.0,0.0,2336.0,109.0,5450.0,68.0,119.0,0.0,1.0,3.0,407.0,5.0,2.0,0.0,14.0,1.0,1540.0,0.0,3.0,0.0,0.0,1
6.0,0.0,0.0,1.0,0.0,49.0,6156.0,24.0,0.0,13.0,222.0,0.0,192.0,1.0,80.0,208.0,1.0,76.0,578.0,2.0,247.0,0.0,0.0,564.0,125.0,1134.0,0.0,12.0,1.0,0.0,224.0,403.0,0.0,1.0,0.0,108.0,0.0,98.0,1.0,1.0,0.0,0.0,0
2.0,0.0,0.0,0.0,4.0,25.0,5061.0,0.0,0.0,0.0,8.0,0.0,35.0,84.0,95.0,66.0,0.0,66.0,79.0,3.0,29.0,0.0,0.0,816.0,27.0,2349.0,2.0,24.0,0.0,0.0,2.0,91.0,6.0,0.0,0.0,160.0,0.0,68.0,0.0,0.0,0.0,0.0,1
2.0,0.0,0.0,0.0,0.0,1237.0,3137.0,2.0,0.0,9.0,0.0,0.0,2265.0,0.0,196.0,0.0,0.0,166.0,0.0,3.0,12.0,0.0,0.0,8930.0,1254.0,5867.0,41.0,61.0,0.0,0.0,131.0,10.0,0.0,8.0,0.0,42.0,3.0,259.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,4.0,0.0,19.0,8620.0,0.0,0.0,0.0,0.0,0.0,924.0,0.0,34.0,0.0,0.0,28.0,0.0,0.0,61.0,0.0,0.0,6351.0,1201.0,2614.0,0.0,9.0,0.0,0.0,0.0,13241.0,0.0,0.0,0.0,5193.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3.0,0.0,0.0,0.0,0.0,13.0,6661.0,0.0,0.0,4.0,65.0,10.0,44.0,0.0,38.0,0.0,0.0,494.0,0.0,2.0,0.0,1.0,0.0,951.0,14.0,1187.0,5.0,4.0,3.0,0.0,435.0,31.0,0.0,0.0,0.0,24.0,0.0,5771.0,59.0,0.0,0.0,0.0,0
2.0,0.0,0.0,1.0,0.0,234.0,5389.0,0.0,0.0,0.0,75.0,0.0,709.0,0.0,188.0,0.0,0.0,212.0,477.0,21.0,1.0,0.0,0.0,2113.0,9.0,1709.0,0.0,31.0,0.0,0.0,161.0,8.0,0.0,2.0,4.0,42.0,1.0,14.0,1.0,1.0,0.0,0.0,1
4.0,0.0,0.0,0.0,0.0,745.0,9782.0,0.0,0.0,0.0,21.0,0.0,521.0,0.0,193.0,0.0,2.0,625.0,549.0,0.0,3.0,0.0,0.0,5180.0,12.0,3948.0,0.0,24.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,133.0,0.0,0.0,1.0,0.0,0.0,2.0,1
0.0,0.0,0.0,2.0,0.0,534.0,7302.0,0.0,0.0,0.0,3.0,32.0,175.0,0.0,143.0,1119.0,0.0,231.0,295.0,4.0,316.0,0.0,0.0,1864.0,55.0,1689.0,1.0,33.0,0.0,1.0,19.0,2298.0,0.0,0.0,0.0,41.0,0.0,5732.0,11.0,0.0,0.0,0.0,2
9.0,1.0,0.0,0.0,0.0,605.0,7254.0,0.0,9.0,0.0,23.0,0.0,1213.0,0.0,421.0,0.0,3.0,229.0,2256.0,9.0,35.0,1.0,0.0,2470.0,107.0,2425.0,0.0,51.0,0.0,0.0,116.0,13.0,0.0,1.0,0.0,126.0,0.0,470.0,9.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,17.0,5847.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,0.0,0.0,25.0,2.0,0.0,0.0,1.0,0.0,584.0,3.0,1216.0,0.0,10.0,0.0,0.0,0.0,2283.0,0.0,0.0,0.0,224.0,0.0,19.0,37.0,0.0,0.0,0.0,1
2.0,0.0,0.0,0.0,0.0,47.0,11040.0,0.0,0.0,35.0,81.0,0.0,81.0,0.0,41.0,0.0,0.0,83.0,14.0,0.0,28.0,0.0,0.0,3135.0,54.0,5703.0,0.0,48.0,0.0,0.0,1579.0,133.0,0.0,0.0,0.0,1482.0,0.0,168.0,43.0,0.0,0.0,2.0,1
2.0,0.0,0.0,0.0,0.0,147.0,10844.0,52.0,1.0,639.0,49.0,0.0,104.0,7.0,6.0,421.0,2.0,302.0,91.0,2.0,6.0,0.0,4.0,1468.0,192.0,3310.0,34.0,37.0,2.0,0.0,628.0,46.0,0.0,0.0,0.0,448.0,0.0,2467.0,4.0,0.0,0.0,0.0,0
0.0,2.0,0.0,0.0,0.0,180.0,16566.0,0.0,3.0,2.0,25.0,0.0,115.0,0.0,240.0,397.0,0.0,109.0,1.0,16.0,22.0,2.0,0.0,2544.0,222.0,5994.0,7.0,91.0,0.0,0.0,0.0,1222.0,0.0,0.0,0.0,1762.0,0.0,2253.0,35.0,0.0,0.0,0.0,0
1.0,6.0,0.0,0.0,0.0,117.0,9656.0,11.0,0.0,0.0,184.0,1.0,366.0,10.0,279.0,146.0,4.0,413.0,26.0,41.0,112.0,0.0,0.0,1101.0,82.0,3650.0,8.0,8.0,0.0,0.0,565.0,13.0,0.0,0.0,0.0,90.0,0.0,4516.0,62.0,961.0,0.0,0.0,1
0.0,0.0,1.0,1.0,1.0,39.0,2840.0,0.0,0.0,46.0,9.0,0.0,741.0,0.0,21.0,20.0,5.0,84.0,231.0,0.0,0.0,0.0,0.0,2412.0,49.0,2670.0,0.0,43.0,0.0,0.0,0.0,4167.0,0.0,0.0,0.0,118.0,0.0,37.0,0.0,1.0,0.0,0.0,1
1.0,0.0,0.0,1.0,4.0,195.0,12292.0,0.0,0.0,1.0,8.0,0.0,128.0,62.0,14.0,156.0,0.0,403.0,1775.0,45.0,2.0,0.0,8.0,1499.0,7.0,1948.0,8.0,17.0,26.0,0.0,115.0,6.0,0.0,0.0,0.0,19.0,0.0,87.0,18.0,0.0,0.0,0.0,1
0.0,3.0,0.0,0.0,0.0,175.0,10992.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,4.0,839.0,0.0,1137.0,382.0,10.0,1.0,1.0,0.0,2280.0,13.0,5352.0,4.0,71.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,3.0,0.0,1641.0,12.0,0.0,0.0,10.0,0
0.0,0.0,1.0,0.0,1.0,80.0,1181.0,0.0,7.0,0.0,0.0,0.0,300.0,3.0,155.0,1050.0,0.0,606.0,1647.0,12.0,9.0,0.0,2.0,1751.0,65.0,3465.0,32.0,112.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,127.0,5770.0,3.0,0.0,228.0,106.0,0.0,106.0,19.0,4.0,103.0,0.0,261.0,1116.0,28.0,5.0,0.0,0.0,2237.0,52.0,5213.0,9.0,61.0,2.0,0.0,0.0,1989.0,0.0,1.0,0.0,933.0,0.0,27.0,9.0,0.0,0.0,1.0,0
25.0,3.0,1.0,0.0,0.0,861.0,5436.0,3.0,0.0,0.0,5.0,0.0,1888.0,0.0,110.0,0.0,3.0,613.0,1.0,61.0,136.0,0.0,0.0,4757.0,450.0,6775.0,0.0,92.0,0.0,0.0,0.0,2807.0,0.0,4.0,0.0,66.0,0.0,76.0,74.0,3.0,0.0,0.0,0
0.0,5.0,0.0,3.0,0.0,625.0,4118.0,4.0,0.0,0.0,2.0,0.0,302.0,0.0,219.0,40.0,0.0,462.0,1815.0,5.0,56.0,15.0,0.0,5839.0,199.0,9517.0,51.0,143.0,0.0,1.0,146.0,221.0,4.0,0.0,0.0,17.0,0.0,251.0,816.0,0.0,0.0,0.0,0
0.0,3.0,0.0,2.0,0.0,69.0,15218.0,0.0,0.0,39.0,17.0,0.0,299.0,1.0,16.0,1408.0,1.0,608.0,2054.0,24.0,7.0,1.0,0.0,2556.0,19.0,6865.0,2.0,42.0,0.0,1.0,0.0,1419.0,0.0,0.0,0.0,1395.0,0.0,234.0,21.0,0.0,0.0,0.0,1
